Ref_Date,GEO,DWELCODE,FUELTYPE,CONSUMPTION,Vector,Coordinate,Value
2015,Quebec,Double,"Total, all energy types",Gigajoules per household,v105819231,6.2.1.2,79
2011,Quebec,Double,"Total, all energy types",Number of households,v105819233,6.2.1.4,133575
2013,Quebec,Double,"Total, all energy types",Number of households,v105819233,6.2.1.4,162048
2015,Quebec,Double,"Total, all energy types",Number of households,v105819233,6.2.1.4,201597
2011,Quebec,Double,Electricity,Gigajoules,v105819234,6.2.2.1,7542444
2013,Quebec,Double,Electricity,Gigajoules,v105819234,6.2.2.1,11022355
2015,Quebec,Double,Electricity,Gigajoules,v105819234,6.2.2.1,14658661
2011,Quebec,Double,Electricity,Gigajoules per household,v105819235,6.2.2.2,56.5
2013,Quebec,Double,Electricity,Gigajoules per household,v105819235,6.2.2.2,68
2015,Quebec,Double,Electricity,Gigajoules per household,v105819235,6.2.2.2,72.7
2011,Quebec,Double,Electricity,Proportion of total energy (percent),v105819236,6.2.2.3,81.7
2013,Quebec,Double,Electricity,Proportion of total energy (percent),v105819236,6.2.2.3,94.3
2015,Quebec,Double,Electricity,Proportion of total energy (percent),v105819236,6.2.2.3,92
2011,Quebec,Double,Electricity,Number of households,v105819237,6.2.2.4,133575
2013,Quebec,Double,Electricity,Number of households,v105819237,6.2.2.4,162048
2015,Quebec,Double,Electricity,Number of households,v105819237,6.2.2.4,201597
2011,Quebec,Double,Natural gas,Gigajoules,v105819238,6.2.3.1,F
2013,Quebec,Double,Natural gas,Gigajoules,v105819238,6.2.3.1,F
2015,Quebec,Double,Natural gas,Gigajoules,v105819238,6.2.3.1,F
2011,Quebec,Double,Natural gas,Gigajoules per household,v105819239,6.2.3.2,F
2013,Quebec,Double,Natural gas,Gigajoules per household,v105819239,6.2.3.2,F
2015,Quebec,Double,Natural gas,Gigajoules per household,v105819239,6.2.3.2,F
2011,Quebec,Double,Natural gas,Proportion of total energy (percent),v105819240,6.2.3.3,F
2013,Quebec,Double,Natural gas,Proportion of total energy (percent),v105819240,6.2.3.3,F
2015,Quebec,Double,Natural gas,Proportion of total energy (percent),v105819240,6.2.3.3,F
2011,Quebec,Double,Natural gas,Number of households,v105819241,6.2.3.4,F
2013,Quebec,Double,Natural gas,Number of households,v105819241,6.2.3.4,F
2015,Quebec,Double,Natural gas,Number of households,v105819241,6.2.3.4,F
2011,Quebec,Double,Heating oil,Gigajoules,v105819242,6.2.4.1,F
2013,Quebec,Double,Heating oil,Gigajoules,v105819242,6.2.4.1,F
2015,Quebec,Double,Heating oil,Gigajoules,v105819242,6.2.4.1,F
2011,Quebec,Double,Heating oil,Gigajoules per household,v105819243,6.2.4.2,F
2013,Quebec,Double,Heating oil,Gigajoules per household,v105819243,6.2.4.2,F
2015,Quebec,Double,Heating oil,Gigajoules per household,v105819243,6.2.4.2,F
2011,Quebec,Double,Heating oil,Proportion of total energy (percent),v105819244,6.2.4.3,F
2013,Quebec,Double,Heating oil,Proportion of total energy (percent),v105819244,6.2.4.3,F
2015,Quebec,Double,Heating oil,Proportion of total energy (percent),v105819244,6.2.4.3,F
2011,Quebec,Double,Heating oil,Number of households,v105819245,6.2.4.4,F
2013,Quebec,Double,Heating oil,Number of households,v105819245,6.2.4.4,F
2015,Quebec,Double,Heating oil,Number of households,v105819245,6.2.4.4,F
2011,Quebec,Row or terrace,"Total, all energy types",Gigajoules,v105819246,6.3.1.1,8530026
2013,Quebec,Row or terrace,"Total, all energy types",Gigajoules,v105819246,6.3.1.1,5240699
2015,Quebec,Row or terrace,"Total, all energy types",Gigajoules,v105819246,6.3.1.1,8657965
2011,Quebec,Row or terrace,"Total, all energy types",Gigajoules per household,v105819247,6.3.1.2,66.7
2013,Quebec,Row or terrace,"Total, all energy types",Gigajoules per household,v105819247,6.3.1.2,68.5
2015,Quebec,Row or terrace,"Total, all energy types",Gigajoules per household,v105819247,6.3.1.2,76
2011,Quebec,Row or terrace,"Total, all energy types",Number of households,v105819249,6.3.1.4,127945
2013,Quebec,Row or terrace,"Total, all energy types",Number of households,v105819249,6.3.1.4,76519
2015,Quebec,Row or terrace,"Total, all energy types",Number of households,v105819249,6.3.1.4,113978
2011,Quebec,Row or terrace,Electricity,Gigajoules,v105819250,6.3.2.1,7618851
2013,Quebec,Row or terrace,Electricity,Gigajoules,v105819250,6.3.2.1,4445086
2015,Quebec,Row or terrace,Electricity,Gigajoules,v105819250,6.3.2.1,8021169
2011,Quebec,Row or terrace,Electricity,Gigajoules per household,v105819251,6.3.2.2,59.5
2013,Quebec,Row or terrace,Electricity,Gigajoules per household,v105819251,6.3.2.2,58.1
2015,Quebec,Row or terrace,Electricity,Gigajoules per household,v105819251,6.3.2.2,70.4
2011,Quebec,Row or terrace,Electricity,Proportion of total energy (percent),v105819252,6.3.2.3,89.3
2013,Quebec,Row or terrace,Electricity,Proportion of total energy (percent),v105819252,6.3.2.3,84.8
2015,Quebec,Row or terrace,Electricity,Proportion of total energy (percent),v105819252,6.3.2.3,92.6
2011,Quebec,Row or terrace,Electricity,Number of households,v105819253,6.3.2.4,127945
2013,Quebec,Row or terrace,Electricity,Number of households,v105819253,6.3.2.4,76519
2015,Quebec,Row or terrace,Electricity,Number of households,v105819253,6.3.2.4,113978
2011,Quebec,Row or terrace,Natural gas,Gigajoules,v105819254,6.3.3.1,F
2013,Quebec,Row or terrace,Natural gas,Gigajoules,v105819254,6.3.3.1,F
2015,Quebec,Row or terrace,Natural gas,Gigajoules,v105819254,6.3.3.1,F
2011,Quebec,Row or terrace,Natural gas,Gigajoules per household,v105819255,6.3.3.2,F
2013,Quebec,Row or terrace,Natural gas,Gigajoules per household,v105819255,6.3.3.2,F
2015,Quebec,Row or terrace,Natural gas,Gigajoules per household,v105819255,6.3.3.2,F
2011,Quebec,Row or terrace,Natural gas,Proportion of total energy (percent),v105819256,6.3.3.3,F
2013,Quebec,Row or terrace,Natural gas,Proportion of total energy (percent),v105819256,6.3.3.3,F
2015,Quebec,Row or terrace,Natural gas,Proportion of total energy (percent),v105819256,6.3.3.3,F
2011,Quebec,Row or terrace,Natural gas,Number of households,v105819257,6.3.3.4,F
2013,Quebec,Row or terrace,Natural gas,Number of households,v105819257,6.3.3.4,F
2015,Quebec,Row or terrace,Natural gas,Number of households,v105819257,6.3.3.4,F
2011,Quebec,Row or terrace,Heating oil,Gigajoules,v105819258,6.3.4.1,F
2013,Quebec,Row or terrace,Heating oil,Gigajoules,v105819258,6.3.4.1,F
2015,Quebec,Row or terrace,Heating oil,Gigajoules,v105819258,6.3.4.1,F
2011,Quebec,Row or terrace,Heating oil,Gigajoules per household,v105819259,6.3.4.2,F
2013,Quebec,Row or terrace,Heating oil,Gigajoules per household,v105819259,6.3.4.2,F
2015,Quebec,Row or terrace,Heating oil,Gigajoules per household,v105819259,6.3.4.2,F
2011,Quebec,Row or terrace,Heating oil,Proportion of total energy (percent),v105819260,6.3.4.3,F
2013,Quebec,Row or terrace,Heating oil,Proportion of total energy (percent),v105819260,6.3.4.3,F
2015,Quebec,Row or terrace,Heating oil,Proportion of total energy (percent),v105819260,6.3.4.3,F
2011,Quebec,Row or terrace,Heating oil,Number of households,v105819261,6.3.4.4,F
2013,Quebec,Row or terrace,Heating oil,Number of households,v105819261,6.3.4.4,F
2015,Quebec,Row or terrace,Heating oil,Number of households,v105819261,6.3.4.4,F
2011,Quebec,Duplex,"Total, all energy types",Gigajoules,v105819262,6.4.1.1,18193882
2013,Quebec,Duplex,"Total, all energy types",Gigajoules,v105819262,6.4.1.1,24487355
2015,Quebec,Duplex,"Total, all energy types",Gigajoules,v105819262,6.4.1.1,15762087
2011,Quebec,Duplex,"Total, all energy types",Gigajoules per household,v105819263,6.4.1.2,67.7
2013,Quebec,Duplex,"Total, all energy types",Gigajoules per household,v105819263,6.4.1.2,82.8
2015,Quebec,Duplex,"Total, all energy types",Gigajoules per household,v105819263,6.4.1.2,76.2
2011,Quebec,Duplex,"Total, all energy types",Number of households,v105819265,6.4.1.4,268827
2013,Quebec,Duplex,"Total, all energy types",Number of households,v105819265,6.4.1.4,295863
2015,Quebec,Duplex,"Total, all energy types",Number of households,v105819265,6.4.1.4,206970
2011,Quebec,Duplex,Electricity,Gigajoules,v105819266,6.4.2.1,15374524
2013,Quebec,Duplex,Electricity,Gigajoules,v105819266,6.4.2.1,18243842
2015,Quebec,Duplex,Electricity,Gigajoules,v105819266,6.4.2.1,14002917
2011,Quebec,Duplex,Electricity,Gigajoules per household,v105819267,6.4.2.2,57.2
2013,Quebec,Duplex,Electricity,Gigajoules per household,v105819267,6.4.2.2,61.7
2015,Quebec,Duplex,Electricity,Gigajoules per household,v105819267,6.4.2.2,67.7
2011,Quebec,Duplex,Electricity,Proportion of total energy (percent),v105819268,6.4.2.3,84.5
2013,Quebec,Duplex,Electricity,Proportion of total energy (percent),v105819268,6.4.2.3,74.5
2015,Quebec,Duplex,Electricity,Proportion of total energy (percent),v105819268,6.4.2.3,88.8
2011,Quebec,Duplex,Electricity,Number of households,v105819269,6.4.2.4,268827
2013,Quebec,Duplex,Electricity,Number of households,v105819269,6.4.2.4,295863
2015,Quebec,Duplex,Electricity,Number of households,v105819269,6.4.2.4,206970
2011,Quebec,Duplex,Natural gas,Gigajoules,v105819270,6.4.3.1,F
2013,Quebec,Duplex,Natural gas,Gigajoules,v105819270,6.4.3.1,F
2015,Quebec,Duplex,Natural gas,Gigajoules,v105819270,6.4.3.1,F
2011,Quebec,Duplex,Natural gas,Gigajoules per household,v105819271,6.4.3.2,F
2013,Quebec,Duplex,Natural gas,Gigajoules per household,v105819271,6.4.3.2,F
2015,Quebec,Duplex,Natural gas,Gigajoules per household,v105819271,6.4.3.2,F
2011,Quebec,Duplex,Natural gas,Proportion of total energy (percent),v105819272,6.4.3.3,F
2013,Quebec,Duplex,Natural gas,Proportion of total energy (percent),v105819272,6.4.3.3,F
2015,Quebec,Duplex,Natural gas,Proportion of total energy (percent),v105819272,6.4.3.3,F
2011,Quebec,Duplex,Natural gas,Number of households,v105819273,6.4.3.4,F
2013,Quebec,Duplex,Natural gas,Number of households,v105819273,6.4.3.4,F
2015,Quebec,Duplex,Natural gas,Number of households,v105819273,6.4.3.4,F
2011,Quebec,Duplex,Heating oil,Gigajoules,v105819274,6.4.4.1,F
2013,Quebec,Duplex,Heating oil,Gigajoules,v105819274,6.4.4.1,F
2015,Quebec,Duplex,Heating oil,Gigajoules,v105819274,6.4.4.1,F
2011,Quebec,Duplex,Heating oil,Gigajoules per household,v105819275,6.4.4.2,F
2013,Quebec,Duplex,Heating oil,Gigajoules per household,v105819275,6.4.4.2,F
2015,Quebec,Duplex,Heating oil,Gigajoules per household,v105819275,6.4.4.2,F
2011,Quebec,Duplex,Heating oil,Proportion of total energy (percent),v105819276,6.4.4.3,F
2013,Quebec,Duplex,Heating oil,Proportion of total energy (percent),v105819276,6.4.4.3,F
2015,Quebec,Duplex,Heating oil,Proportion of total energy (percent),v105819276,6.4.4.3,F
2011,Quebec,Duplex,Heating oil,Number of households,v105819277,6.4.4.4,F
2013,Quebec,Duplex,Heating oil,Number of households,v105819277,6.4.4.4,F
2015,Quebec,Duplex,Heating oil,Number of households,v105819277,6.4.4.4,F
2011,Quebec,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819278,6.5.1.1,31634580
2013,Quebec,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819278,6.5.1.1,45196755
2015,Quebec,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819278,6.5.1.1,40612152
2011,Quebec,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819279,6.5.1.2,38.8
2013,Quebec,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819279,6.5.1.2,51.4
2015,Quebec,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819279,6.5.1.2,42.9
2011,Quebec,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819281,6.5.1.4,816177
2013,Quebec,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819281,6.5.1.4,879738
2015,Quebec,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819281,6.5.1.4,946620
2011,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819282,6.5.2.1,28034626
2013,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819282,6.5.2.1,37911780
2015,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819282,6.5.2.1,37199630
2011,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819283,6.5.2.2,34.3
2013,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819283,6.5.2.2,43.1
2015,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819283,6.5.2.2,39.3
2011,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819284,6.5.2.3,88.6
2013,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819284,6.5.2.3,83.9
2015,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819284,6.5.2.3,91.6
2011,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819285,6.5.2.4,816177
2013,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819285,6.5.2.4,879738
2015,Quebec,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819285,6.5.2.4,946620
2011,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819286,6.5.3.1,2876967
2013,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819286,6.5.3.1,F
2015,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819286,6.5.3.1,F
2011,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819287,6.5.3.2,55.9
2013,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819287,6.5.3.2,62.1
2015,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819287,6.5.3.2,F
2011,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819288,6.5.3.3,9.1
2013,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819288,6.5.3.3,F
2015,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819288,6.5.3.3,F
2011,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819289,6.5.3.4,51470
2013,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819289,6.5.3.4,F
2015,Quebec,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819289,6.5.3.4,F
2011,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819290,6.5.4.1,F
2013,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819290,6.5.4.1,F
2015,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819290,6.5.4.1,F
2011,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819291,6.5.4.2,F
2013,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819291,6.5.4.2,F
2015,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819291,6.5.4.2,F
2011,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819292,6.5.4.3,F
2013,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819292,6.5.4.3,F
2015,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819292,6.5.4.3,F
2011,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819293,6.5.4.4,F
2013,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819293,6.5.4.4,F
2015,Quebec,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819293,6.5.4.4,F
2011,Quebec,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819294,6.6.1.1,F
2013,Quebec,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819294,6.6.1.1,7549741
2015,Quebec,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819294,6.6.1.1,9145679
2011,Quebec,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819295,6.6.1.2,45.1
2013,Quebec,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819295,6.6.1.2,42.4
2015,Quebec,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819295,6.6.1.2,40.1
2011,Quebec,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819297,6.6.1.4,178892
2013,Quebec,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819297,6.6.1.4,178009
2015,Quebec,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819297,6.6.1.4,228121
2011,Quebec,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819298,6.6.2.1,5081217
2013,Quebec,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819298,6.6.2.1,6455067
2015,Quebec,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819298,6.6.2.1,8418413
2011,Quebec,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819299,6.6.2.2,28.4
2013,Quebec,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819299,6.6.2.2,36.3
2015,Quebec,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819299,6.6.2.2,36.9
2011,Quebec,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819300,6.6.2.3,63
2013,Quebec,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819300,6.6.2.3,85.5
2015,Quebec,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819300,6.6.2.3,92
2011,Quebec,High-rise apartment (5 stories or more),Electricity,Number of households,v105819301,6.6.2.4,178892
2013,Quebec,High-rise apartment (5 stories or more),Electricity,Number of households,v105819301,6.6.2.4,178009
2015,Quebec,High-rise apartment (5 stories or more),Electricity,Number of households,v105819301,6.6.2.4,228121
2011,Quebec,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819302,6.6.3.1,F
2013,Quebec,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819302,6.6.3.1,F
2015,Quebec,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819302,6.6.3.1,F
2011,Quebec,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819303,6.6.3.2,F
2013,Quebec,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819303,6.6.3.2,F
2015,Quebec,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819303,6.6.3.2,F
2011,Quebec,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819304,6.6.3.3,F
2013,Quebec,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819304,6.6.3.3,F
2015,Quebec,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819304,6.6.3.3,F
2011,Quebec,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819305,6.6.3.4,F
2013,Quebec,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819305,6.6.3.4,F
2015,Quebec,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819305,6.6.3.4,F
2011,Quebec,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819306,6.6.4.1,F
2013,Quebec,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819306,6.6.4.1,F
2015,Quebec,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819306,6.6.4.1,F
2011,Quebec,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819307,6.6.4.2,F
2013,Quebec,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819307,6.6.4.2,F
2015,Quebec,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819307,6.6.4.2,F
2011,Quebec,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819308,6.6.4.3,F
2013,Quebec,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819308,6.6.4.3,F
2015,Quebec,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819308,6.6.4.3,F
2011,Quebec,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819309,6.6.4.4,F
2013,Quebec,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819309,6.6.4.4,F
2015,Quebec,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819309,6.6.4.4,F
2011,Quebec,Mobile home,"Total, all energy types",Gigajoules,v105819310,6.7.1.1,F
2013,Quebec,Mobile home,"Total, all energy types",Gigajoules,v105819310,6.7.1.1,1233579
2015,Quebec,Mobile home,"Total, all energy types",Gigajoules,v105819310,6.7.1.1,1124727
2011,Quebec,Mobile home,"Total, all energy types",Gigajoules per household,v105819311,6.7.1.2,F
2013,Quebec,Mobile home,"Total, all energy types",Gigajoules per household,v105819311,6.7.1.2,58.2
2015,Quebec,Mobile home,"Total, all energy types",Gigajoules per household,v105819311,6.7.1.2,64.1
2011,Quebec,Mobile home,"Total, all energy types",Number of households,v105819313,6.7.1.4,F
2013,Quebec,Mobile home,"Total, all energy types",Number of households,v105819313,6.7.1.4,21196
2015,Quebec,Mobile home,"Total, all energy types",Number of households,v105819313,6.7.1.4,17534
2011,Quebec,Mobile home,Electricity,Gigajoules,v105819314,6.7.2.1,F
2013,Quebec,Mobile home,Electricity,Gigajoules,v105819314,6.7.2.1,1184117
2015,Quebec,Mobile home,Electricity,Gigajoules,v105819314,6.7.2.1,1073278
2011,Quebec,Mobile home,Electricity,Gigajoules per household,v105819315,6.7.2.2,F
2013,Quebec,Mobile home,Electricity,Gigajoules per household,v105819315,6.7.2.2,55.9
2015,Quebec,Mobile home,Electricity,Gigajoules per household,v105819315,6.7.2.2,61.2
2011,Quebec,Mobile home,Electricity,Proportion of total energy (percent),v105819316,6.7.2.3,F
2013,Quebec,Mobile home,Electricity,Proportion of total energy (percent),v105819316,6.7.2.3,96
2015,Quebec,Mobile home,Electricity,Proportion of total energy (percent),v105819316,6.7.2.3,95.4
2011,Quebec,Mobile home,Electricity,Number of households,v105819317,6.7.2.4,F
2013,Quebec,Mobile home,Electricity,Number of households,v105819317,6.7.2.4,21196
2015,Quebec,Mobile home,Electricity,Number of households,v105819317,6.7.2.4,17534
2011,Quebec,Mobile home,Natural gas,Gigajoules,v105819318,6.7.3.1,F
2013,Quebec,Mobile home,Natural gas,Gigajoules,v105819318,6.7.3.1,F
2015,Quebec,Mobile home,Natural gas,Gigajoules,v105819318,6.7.3.1,F
2011,Quebec,Mobile home,Natural gas,Gigajoules per household,v105819319,6.7.3.2,F
2013,Quebec,Mobile home,Natural gas,Gigajoules per household,v105819319,6.7.3.2,F
2015,Quebec,Mobile home,Natural gas,Gigajoules per household,v105819319,6.7.3.2,F
2011,Quebec,Mobile home,Natural gas,Proportion of total energy (percent),v105819320,6.7.3.3,F
2013,Quebec,Mobile home,Natural gas,Proportion of total energy (percent),v105819320,6.7.3.3,F
2015,Quebec,Mobile home,Natural gas,Proportion of total energy (percent),v105819320,6.7.3.3,F
2011,Quebec,Mobile home,Natural gas,Number of households,v105819321,6.7.3.4,F
2013,Quebec,Mobile home,Natural gas,Number of households,v105819321,6.7.3.4,F
2015,Quebec,Mobile home,Natural gas,Number of households,v105819321,6.7.3.4,F
2011,Quebec,Mobile home,Heating oil,Gigajoules,v105819322,6.7.4.1,F
2013,Quebec,Mobile home,Heating oil,Gigajoules,v105819322,6.7.4.1,F
2015,Quebec,Mobile home,Heating oil,Gigajoules,v105819322,6.7.4.1,F
2011,Quebec,Mobile home,Heating oil,Gigajoules per household,v105819323,6.7.4.2,F
2013,Quebec,Mobile home,Heating oil,Gigajoules per household,v105819323,6.7.4.2,F
2015,Quebec,Mobile home,Heating oil,Gigajoules per household,v105819323,6.7.4.2,F
2011,Quebec,Mobile home,Heating oil,Proportion of total energy (percent),v105819324,6.7.4.3,F
2013,Quebec,Mobile home,Heating oil,Proportion of total energy (percent),v105819324,6.7.4.3,F
2015,Quebec,Mobile home,Heating oil,Proportion of total energy (percent),v105819324,6.7.4.3,F
2011,Quebec,Mobile home,Heating oil,Number of households,v105819325,6.7.4.4,F
2013,Quebec,Mobile home,Heating oil,Number of households,v105819325,6.7.4.4,F
2015,Quebec,Mobile home,Heating oil,Number of households,v105819325,6.7.4.4,F
2011,Ontario,Single-detached,"Total, all energy types",Gigajoules,v105819342,7.1.1.1,396846346
2013,Ontario,Single-detached,"Total, all energy types",Gigajoules,v105819342,7.1.1.1,367977386
2015,Ontario,Single-detached,"Total, all energy types",Gigajoules,v105819342,7.1.1.1,383909269
2011,Ontario,Single-detached,"Total, all energy types",Gigajoules per household,v105819343,7.1.1.2,126.6
2013,Ontario,Single-detached,"Total, all energy types",Gigajoules per household,v105819343,7.1.1.2,125.3
2015,Ontario,Single-detached,"Total, all energy types",Gigajoules per household,v105819343,7.1.1.2,122.6
2011,Ontario,Single-detached,"Total, all energy types",Number of households,v105819345,7.1.1.4,3134334
2013,Ontario,Single-detached,"Total, all energy types",Number of households,v105819345,7.1.1.4,2936116
2015,Ontario,Single-detached,"Total, all energy types",Number of households,v105819345,7.1.1.4,3131624
2011,Ontario,Single-detached,Electricity,Gigajoules,v105819346,7.1.2.1,117051208
2013,Ontario,Single-detached,Electricity,Gigajoules,v105819346,7.1.2.1,110641358
2015,Ontario,Single-detached,Electricity,Gigajoules,v105819346,7.1.2.1,108527090
2011,Ontario,Single-detached,Electricity,Gigajoules per household,v105819347,7.1.2.2,37.3
2013,Ontario,Single-detached,Electricity,Gigajoules per household,v105819347,7.1.2.2,37.7
2015,Ontario,Single-detached,Electricity,Gigajoules per household,v105819347,7.1.2.2,34.7
2011,Ontario,Single-detached,Electricity,Proportion of total energy (percent),v105819348,7.1.2.3,29.5
2013,Ontario,Single-detached,Electricity,Proportion of total energy (percent),v105819348,7.1.2.3,30.1
2015,Ontario,Single-detached,Electricity,Proportion of total energy (percent),v105819348,7.1.2.3,28.3
2011,Ontario,Single-detached,Electricity,Number of households,v105819349,7.1.2.4,3134334
2013,Ontario,Single-detached,Electricity,Number of households,v105819349,7.1.2.4,2936116
2015,Ontario,Single-detached,Electricity,Number of households,v105819349,7.1.2.4,3131624
2011,Ontario,Single-detached,Natural gas,Gigajoules,v105819350,7.1.3.1,265656185
2013,Ontario,Single-detached,Natural gas,Gigajoules,v105819350,7.1.3.1,241391183
2015,Ontario,Single-detached,Natural gas,Gigajoules,v105819350,7.1.3.1,267271824
2011,Ontario,Single-detached,Natural gas,Gigajoules per household,v105819351,7.1.3.2,100.6
2013,Ontario,Single-detached,Natural gas,Gigajoules per household,v105819351,7.1.3.2,101.1
2015,Ontario,Single-detached,Natural gas,Gigajoules per household,v105819351,7.1.3.2,96.5
2011,Ontario,Single-detached,Natural gas,Proportion of total energy (percent),v105819352,7.1.3.3,66.9
2013,Ontario,Single-detached,Natural gas,Proportion of total energy (percent),v105819352,7.1.3.3,65.6
2015,Ontario,Single-detached,Natural gas,Proportion of total energy (percent),v105819352,7.1.3.3,69.6
2011,Ontario,Single-detached,Natural gas,Number of households,v105819353,7.1.3.4,2640978
